FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,RenterOcc_e,RenterOcc_m,GrentLt500_e,GrentLt500_m,pGrentLt500_e,pGrentLt500_m,Grent500_999_e,Grent500_999_m,pGrent500_999_e,pGrent500_999_m,Grent1000_1499_e,Grent1000_1499_m,pGrent1000_1499_e,pGrent1000_1499_m,Grent1500_1999_e,Grent1500_1999_m,pGrent1500_1999_e,pGrent1500_1999_m,Grent2000_2499_e,Grent2000_2499_m,pGrent2000_2499_e,pGrent2000_2499_m,Grent2500_2999_e,Grent2500_2999_m,pGrent2500_2999_e,pGrent2500_2999_m,Grent3000P_e,Grent3000P_m,pGrent3000P_e,pGrent3000P_m,GrentLt200_e,GrentLt200_m,pGrentLt200_e,pGrentLt200_m,Grent200_500_e,Grent200_500_m,pGrent200_500_e,pGrent200_500_m,Grent500_750_e,Grent500_750_m,pGrent500_750_e,pGrent500_750_m,Grent750_1000_e,Grent750_1000_m,pGrent750_1000_e,pGrent750_1000_m,Grent1000_1500_e,Grent1000_1500_m,pGrent1000_1500_e,pGrent1000_1500_m,Grent1500_2000_e,Grent1500_2000_m,pGrent1500_2000_e,pGrent1500_2000_m,Grent2000P_e,Grent2000P_m,pGrent2000P_e,pGrent2000P_m,GrentLt750_e,GrentLt750_m,pGrentLt750_e,pGrentLt750_m,Grent1000P_e,Grent1000P_m,pGrent1000P_e,pGrent1000P_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
45,13059130700,No,Northeast Georgia,1366,Tract,"Census Tract 1307, Clarke County",1814,199,26,65,1.5,3.6,1169,279,65.3,13.8,596,196,33.3,10.3,0,18,0,1,0,18,0,1,0,18,0,1,0,25,0,1.4,0,31,0,1.7,26,57,1.5,3.2,161,101,9,5.6,1008,260,56.3,13.1,596,196,33.3,10.3,0,18,0,1,0,36,0,2,187,120,10.4,6.6,596,198,33.3,10.4,,,,,0.1910933475443,0.000905524702354704
46,13173950200,No,Southern Georgia,2475,Tract,"Census Tract 9502, Lanier County",1262,209,283,129,25.3,10.4,625,222,55.9,16.3,210,107,18.8,8.8,0,18,0,1.6,0,18,0,1.6,0,18,0,1.6,0,25,0,2.3,25,47,2.2,4.2,258,120,23.1,9.7,433,185,38.7,14.6,192,122,17.2,10.3,210,107,18.8,8.8,0,18,0,1.6,0,36,0,3.2,716,226,64,15.6,210,110,18.8,9.1,,,,,0.979270685607687,0.0265796586331705
47,13173950100,No,Southern Georgia,2474,Tract,"Census Tract 9501, Lanier County",176,88,48,51,30.6,28.4,90,67,57.3,29.8,0,18,0,11.7,19,33,12.1,20,0,13,0,8.3,0,13,0,8.3,0,18,0,11.7,0,23,0,14.3,48,46,30.6,24.5,36,35,22.9,18.4,54,57,34.4,31.5,0,18,0,11.7,19,33,12.1,20,0,26,0,16.6,84,62,53.5,27.5,19,40,12.1,24.6,,,,,1.15525459422859,0.0223084606896843
48,13059000100,No,Northeast Georgia,1348,Tract,"Census Tract 1, Clarke County",628,92,26,36,4.2,5.7,227,76,36.5,11,221,65,35.5,9,94,47,15.1,7.2,52,34,8.4,5.3,2,5,0.3,0.8,0,18,0,3,8,18,1.3,3,18,31,2.9,4.9,85,43,13.7,6.6,142,63,22.8,9.5,221,65,35.5,9,94,47,15.1,7.2,54,39,8.7,6.1,111,56,17.8,8.6,367,87,59,10.9,,,,,0.0530437830363128,8.47168798395756e-05
49,13059150900,No,Northeast Georgia,1377,Tract,"Census Tract 1509, Clarke County",679,123,13,42,1.9,6.2,212,107,31.2,14.7,442,121,65.1,13.4,12,19,1.8,2.8,0,13,0,1.9,0,13,0,1.9,0,18,0,2.7,0,23,0,3.3,13,36,1.9,5.3,44,47,6.5,6.8,168,96,24.7,13.5,442,121,65.1,13.4,12,19,1.8,2.8,0,26,0,3.8,57,63,8.4,9.2,454,123,66.9,13.6,,,,,0.445639785184745,0.00477863213199541
50,13059150800,No,Northeast Georgia,1376,Tract,"Census Tract 1508, Clarke County",836,194,0,54,0,7,484,207,62.8,21.8,204,121,26.5,14.2,83,73,10.8,9.1,0,18,0,2.3,0,18,0,2.3,0,25,0,3.3,0,31,0,4,0,44,0,5.7,259,134,33.6,15.1,225,158,29.2,19.2,204,121,26.5,14.2,83,73,10.8,9.1,0,36,0,4.7,259,144,33.6,16.7,287,142,37.2,15.9,,,,,0.182160048229327,0.0011826921267157
51,13059150600,No,Northeast Georgia,1374,Tract,"Census Tract 1506, Clarke County",1384,122,49,61,3.5,4.4,1120,196,80.9,12.2,201,77,14.5,5.4,14,21,1,1.5,0,13,0,0.9,0,13,0,0.9,0,18,0,1.3,0,23,0,1.6,49,56,3.5,4.1,529,129,38.2,8.7,591,147,42.7,9.9,201,77,14.5,5.4,14,21,1,1.5,0,26,0,1.9,578,143,41.8,9.7,215,81,15.5,5.7,,,,,0.0819664911227144,0.00034939722036886
52,13059030200,No,Northeast Georgia,1361,Tract,"Census Tract 302, Clarke County",1208,170,373,154,32.3,12.5,557,158,48.2,11.8,161,94,13.9,7.9,59,39,5.1,3.3,6,9,0.5,0.8,0,13,0,1.1,0,18,0,1.6,92,81,8,6.9,281,131,24.3,10.8,297,115,25.7,9.2,260,108,22.5,8.8,161,94,13.9,7.9,59,39,5.1,3.3,6,24,0.5,2.1,670,192,58,14.4,226,103,19.6,8.4,,,,,0.0953124352134656,0.000439115532948176
53,13029920303,No,Coastal Regional Commission,1168,Tract,"Census Tract 9203.03, Bryan County",1300,187,70,74,5.6,5.9,475,159,38.2,11.3,529,183,42.5,13.2,151,82,12.1,6.3,20,26,1.6,2.1,0,18,0,1.4,0,25,0,2,0,31,0,2.5,70,67,5.6,5.3,242,113,19.4,8.5,233,112,18.7,8.5,529,183,42.5,13.2,151,82,12.1,6.3,20,41,1.6,3.3,312,135,25.1,10.1,700,202,56.2,13.7,,,,,0.126869405716199,0.000884028991106171
54,13029920101,No,Coastal Regional Commission,1165,Tract,"Census Tract 9201.01, Bryan County",539,149,66,76,15,16.6,144,79,32.7,14.9,231,119,52.4,22,0,18,0,4.1,0,18,0,4.1,0,18,0,4.1,0,25,0,5.8,0,31,0,7.1,66,69,15,15,50,51,11.3,11,94,60,21.3,12,231,119,52.4,22,0,18,0,4.1,0,36,0,8.2,116,91,26.3,19.1,231,122,52.4,22.8,,,,,0.549428339546212,0.012438558275067
55,13029920305,No,Coastal Regional Commission,1169,Tract,"Census Tract 9203.05, Bryan County",204,96,0,39,0,20.2,57,86,29.5,42,0,18,0,9.5,88,63,45.6,23,16,17,8.3,7.7,32,45,16.6,21.7,0,18,0,9.5,0,23,0,11.7,0,32,0,16.5,0,29,0,15.1,57,81,29.5,39.3,0,18,0,9.5,88,63,45.6,23,48,51,24.9,23.5,0,49,0,25.2,104,68,53.9,22,,,,,0.351321891530893,0.00251596280340471
56,13029920301,No,Coastal Regional Commission,1167,Tract,"Census Tract 9203.01, Bryan County",148,61,31,49,26.3,40.2,36,35,30.5,26.7,39,32,33.1,22.9,12,16,10.2,12.8,0,13,0,11,0,13,0,11,0,18,0,15.6,0,23,0,19.1,31,44,26.3,35.4,22,29,18.6,23.5,14,20,11.9,15.9,39,32,33.1,22.9,12,16,10.2,12.8,0,26,0,22,53,57,44.9,44.3,51,38,43.2,25.9,,,,,0.40752435504673,0.00645826935902836
57,13029920306,No,Coastal Regional Commission,1170,Tract,"Census Tract 9203.06, Bryan County",1165,271,0,60,0,5.4,89,98,7.9,8.5,182,100,16.2,8,437,175,39,12.7,235,135,21,11,61,99,5.4,8.7,117,127,10.4,11,0,35,0,3.1,0,49,0,4.4,46,79,4.1,7,43,57,3.8,5,182,100,16.2,8,437,175,39,12.7,413,210,36.8,16.6,46,99,4.1,8.8,854,242,76.2,12.4,,,,,1.01573363160399,0.0253154810047115
58,13029920102,No,Coastal Regional Commission,1166,Tract,"Census Tract 9201.02, Bryan County",495,116,108,66,23.6,13.1,274,108,60,18.3,69,43,15.1,8.6,6,10,1.3,2.2,0,13,0,2.8,0,13,0,2.8,0,18,0,4,14,19,3.1,4,94,63,20.6,12.8,167,89,36.5,17.2,107,62,23.4,12.2,69,43,15.1,8.6,6,10,1.3,2.2,0,26,0,5.7,275,111,60.2,18.9,75,46,16.4,9.2,,,,,1.02388921863672,0.0224580294696237
59,13029980000,No,Coastal Regional Commission,1171,Tract,"Census Tract 9800, Bryan County",0,13,0,39,,,0,37,,,0,18,,,0,13,,,0,13,,,0,13,,,0,18,,,0,23,,,0,32,,,0,29,,,0,23,,,0,18,,,0,13,,,0,26,,,0,49,,,0,26,,,,,,,1.36764696367441,0.0422793904780308
60,13023790100,No,Heart of Georgia Altamaha,1154,Tract,"Census Tract 7901, Bleckley County",240,92,50,61,35.5,39.7,84,59,59.6,28.9,7,18,5,12.3,0,13,0,9.2,0,13,0,9.2,0,13,0,9.2,0,18,0,13,27,47,19.1,31.7,23,40,16.3,26.9,69,51,48.9,26.3,15,29,10.6,20.2,7,18,5,12.3,0,13,0,9.2,0,26,0,18.4,119,80,84.4,37.2,7,26,5,17.9,,,,,0.807232679587888,0.0314363421497717
61,13023790300,No,Heart of Georgia Altamaha,1156,Tract,"Census Tract 7903, Bleckley County",607,135,213,102,41.8,17,297,110,58.2,15.8,0,25,0,5,0,18,0,3.5,0,18,0,3.5,0,18,0,3.5,0,25,0,5,33,46,6.5,8.8,180,92,35.3,15.6,253,101,49.6,15.1,44,45,8.6,8.6,0,25,0,5,0,18,0,3.5,0,36,0,7.1,466,144,91.4,15.8,0,36,0,7.1,,,,,0.402750154174915,0.00816400712497518
62,13023790200,No,Heart of Georgia Altamaha,1155,Tract,"Census Tract 7902, Bleckley County",330,90,10,40,3.7,14.7,260,105,96.3,24.7,0,18,0,6.8,0,13,0,4.8,0,13,0,4.8,0,13,0,4.8,0,18,0,6.8,0,23,0,8.3,10,33,3.7,12.1,139,76,51.5,23.2,121,72,44.8,22.8,0,18,0,6.8,0,13,0,4.8,0,26,0,9.6,149,86,55.2,26.8,0,26,0,9.6,,,,,0.539864182537078,0.0148195670075147
63,13001950400,No,Heart of Georgia Altamaha,1043,Tract,"Census Tract 9504, Appling County",81,43,12,36,25,73.9,36,42,75,70.7,0,18,0,38.3,0,13,0,27.1,0,13,0,27.1,0,13,0,27.1,0,18,0,38.3,0,23,0,46.9,12,29,25,57,24,34,50,60.8,12,26,25,50.6,0,18,0,38.3,0,13,0,27.1,0,26,0,54.2,36,50,75,88.8,0,26,0,54.2,,,,,1.17979441948483,0.0370246904891621
64,13001950500,No,Heart of Georgia Altamaha,1044,Tract,"Census Tract 9505, Appling County",454,114,58,62,23.1,23.2,166,91,66.1,27.9,15,24,6,9.3,12,20,4.8,7.8,0,13,0,5.2,0,13,0,5.2,0,18,0,7.3,19,38,7.6,14.8,39,49,15.5,18.6,132,80,52.6,26.1,34,43,13.5,16.5,15,24,6,9.3,12,20,4.8,7.8,0,26,0,10.4,190,101,75.7,30.3,27,34,10.8,12.9,,,,,1.19679652839274,0.0356994506507882
65,13001950300,No,Heart of Georgia Altamaha,1042,Tract,"Census Tract 9503, Appling County",791,182,340,158,46.5,18.7,345,144,47.2,16.3,29,36,4,4.8,17,30,2.3,4.1,0,18,0,2.5,0,18,0,2.5,0,25,0,3.5,22,42,3,5.8,318,153,43.5,18.1,297,132,40.6,15.3,48,59,6.6,7.9,29,36,4,4.8,17,30,2.3,4.1,0,36,0,4.9,637,206,87.1,19.2,46,50,6.3,6.7,,,,,0.455123221444107,0.00685100055953941
66,13001950200,No,Heart of Georgia Altamaha,1041,Tract,"Census Tract 9502, Appling County",415,113,188,98,57.5,22.9,125,79,38.2,20.4,14,29,4.3,8.8,0,13,0,4,0,13,0,4,0,13,0,4,0,18,0,5.6,12,26,3.7,8,176,94,53.8,22.5,125,75,38.2,19.2,0,23,0,6.9,14,29,4.3,8.8,0,13,0,4,0,26,0,8,313,123,95.7,20.2,14,34,4.3,10.4,,,,,0.710993054796136,0.0150325212319689
67,13001950100,No,Heart of Georgia Altamaha,1040,Tract,"Census Tract 9501, Appling County",145,68,46,57,48.9,51.4,48,55,51.1,48.3,0,18,0,19.6,0,13,0,13.8,0,13,0,13.8,0,13,0,13.8,0,18,0,19.6,0,23,0,24,46,52,48.9,45.5,35,48,37.2,45.3,13,26,13.8,26.7,0,18,0,19.6,0,13,0,13.8,0,26,0,27.7,81,75,86.2,56.2,0,26,0,27.7,,,,,1.26779132429681,0.0316772240570342
68,13113140207,Yes,Atlanta Regional Commission,1879,Tract,"Census Tract 1402.07, Fayette County",558,131,0,54,0,10.1,124,94,23.1,16.6,320,148,59.6,23.1,73,60,13.6,10.6,20,33,3.7,6.1,0,18,0,3.4,0,25,0,4.7,0,31,0,5.8,0,44,0,8.2,0,40,0,7.5,124,85,23.1,14.8,320,148,59.6,23.1,73,60,13.6,10.6,20,45,3.7,8.4,0,67,0,12.5,413,163,76.9,23.4,,,,,0.123965622248926,0.000790487297879496
69,13113140208,Yes,Atlanta Regional Commission,1880,Tract,"Census Tract 1402.08, Fayette County",948,222,67,109,7.1,11.3,131,141,13.8,14.5,479,185,50.5,15.5,136,97,14.3,9.7,114,100,12,10.2,21,34,2.2,3.5,0,25,0,2.7,0,31,0,3.3,67,104,7.1,10.9,0,40,0,4.2,131,135,13.8,13.9,479,185,50.5,15.5,136,97,14.3,9.7,135,109,14.2,11,67,116,7.1,12.1,729,232,76.9,16.5,,,,,0.230328763943646,0.00168638871584448
70,13113140303,Yes,Atlanta Regional Commission,1881,Tract,"Census Tract 1403.03, Fayette County",381,89,71,44,20.3,11.5,25,54,7.2,15.2,181,80,51.9,19.2,54,32,15.5,8.4,18,20,5.2,5.6,0,13,0,3.7,0,18,0,5.3,17,23,4.9,6.5,54,37,15.5,10,0,29,0,8.3,25,45,7.2,12.8,181,80,51.9,19.2,54,32,15.5,8.4,18,30,5.2,8.5,71,52,20.3,14.2,253,88,72.5,18.4,,,,,0.220680576602036,0.00142397246500844
71,13113140304,Yes,Atlanta Regional Commission,1882,Tract,"Census Tract 1403.04, Fayette County",446,122,22,53,4.9,11.9,93,89,20.9,19.1,115,80,25.8,16.6,143,94,32.1,19.2,55,62,12.3,13.5,18,29,4,6.4,0,25,0,5.7,0,31,0,7,22,43,4.9,9.6,93,83,20.9,17.7,0,31,0,7,115,80,25.8,16.6,143,94,32.1,19.2,73,73,16.4,15.7,115,99,25.8,21,313,138,70.2,24.4,,,,,0.156796231209328,0.00135134021422114
72,13113140307,Yes,Atlanta Regional Commission,1885,Tract,"Census Tract 1403.07, Fayette County",32,25,0,54,0,225,0,51,0,212.1,0,25,0,106.1,7,11,29.2,37.2,0,18,0,75,17,20,70.8,52.2,0,25,0,106.1,0,31,0,129.9,0,44,0,183.7,0,40,0,167.7,0,31,0,129.9,0,25,0,106.1,7,11,29.2,37.2,17,37,70.8,140,0,67,0,280.6,7,33,29.2,135.1,,,,,0.242802606897491,0.00168327635284577
73,13113140408,Yes,Atlanta Regional Commission,1891,Tract,"Census Tract 1404.08, Fayette County",74,53,0,39,0,72.2,5,35,9.3,64.9,34,39,63,50.7,15,19,27.8,26.5,0,13,0,24.1,0,13,0,24.1,0,18,0,34,0,23,0,41.7,0,32,0,59,0,29,0,53.8,5,20,9.3,36.3,34,39,63,50.7,15,19,27.8,26.5,0,26,0,48.1,0,49,0,90.1,49,46,90.7,37.7,,,,,0.20826806083413,0.00153917549345695
74,13113140407,Yes,Atlanta Regional Commission,1890,Tract,"Census Tract 1404.07, Fayette County",992,214,0,54,0,5.5,481,176,48.7,14.4,412,165,41.7,14,0,18,0,1.8,46,64,4.7,6.4,48,70,4.9,7,0,25,0,2.6,0,31,0,3.2,0,44,0,4.5,91,71,9.2,6.9,390,161,39.5,13.9,412,165,41.7,14,0,18,0,1.8,94,98,9.5,9.7,91,89,9.2,8.8,458,178,46.4,14.9,,,,,0.224912047192129,0.00216595904895153
75,13113140405,Yes,Atlanta Regional Commission,1888,Tract,"Census Tract 1404.05, Fayette County",49,39,0,39,0,130,0,37,0,122.6,21,33,70,77.1,9,14,30,33,0,13,0,43.3,0,13,0,43.3,0,18,0,61.3,0,23,0,75.1,0,32,0,106.1,0,29,0,96.9,0,23,0,75.1,21,33,70,77.1,9,14,30,33,0,26,0,86.7,0,49,0,162.1,30,38,100,61.9,,,,,0.255672059439972,0.00198131875064959
76,13113140404,Yes,Atlanta Regional Commission,1887,Tract,"Census Tract 1404.04, Fayette County",455,129,0,54,0,11.9,237,125,52.1,23.2,156,92,34.3,17.6,54,52,11.9,10.9,8,15,1.8,3.3,0,18,0,4,0,25,0,5.6,0,31,0,6.9,0,44,0,9.7,26,52,5.7,11.4,211,113,46.4,21.2,156,92,34.3,17.6,54,52,11.9,10.9,8,35,1.8,7.6,26,75,5.7,16.4,218,106,47.9,19.1,,,,,0.171730393437554,0.00138109681893271
77,13113140206,Yes,Atlanta Regional Commission,1878,Tract,"Census Tract 1402.06, Fayette County",304,82,22,42,7.5,14.1,164,89,55.6,25.8,62,60,21,19.6,24,36,8.1,12,12,21,4.1,7,0,13,0,4.4,11,21,3.7,6.9,0,23,0,7.6,22,36,7.5,11.9,43,49,14.6,16.2,121,74,41,22.2,62,60,21,19.6,24,36,8.1,12,23,32,7.8,10.7,65,65,22,21.1,98,73,33.2,23.1,,,,,0.215271123364611,0.00139445584679841
78,13113140203,Yes,Atlanta Regional Commission,1876,Tract,"Census Tract 1402.03, Fayette County",290,124,0,54,0,19.4,96,96,34.4,31,51,43,18.3,13.4,0,18,0,6.5,103,79,36.9,23.3,29,33,10.4,10.9,0,25,0,9.1,0,31,0,11.2,0,44,0,15.8,18,47,6.5,16.6,78,84,28,27.5,51,43,18.3,13.4,0,18,0,6.5,132,89,47.3,24.4,18,71,6.5,25.5,154,92,55.2,22.4,,,,,0.272990854963562,0.00261406060882115
79,13113140204,Yes,Atlanta Regional Commission,1877,Tract,"Census Tract 1402.04, Fayette County",237,98,0,54,0,33.1,96,84,58.9,37.1,44,43,27,21,23,36,14.1,20.4,0,18,0,11,0,18,0,11,0,25,0,15.6,0,31,0,19.1,0,44,0,27,0,40,0,24.7,96,73,58.9,27.7,44,43,27,21,23,36,14.1,20.4,0,36,0,22.1,0,67,0,41.3,67,59,41.1,26.5,,,,,0.335406191060568,0.00407143068875209
80,13113140305,Yes,Atlanta Regional Commission,1883,Tract,"Census Tract 1403.05, Fayette County",239,87,0,54,0,22.6,52,63,21.8,25.3,62,57,25.9,21.7,29,34,12.1,13.5,37,45,15.5,18,37,44,15.5,17.5,22,41,9.2,16.9,0,31,0,13,0,44,0,18.4,24,52,10,21.6,28,36,11.7,14.4,62,57,25.9,21.7,29,34,12.1,13.5,96,75,40.2,27.9,24,75,10,31.3,128,80,53.6,27.2,,,,,0.225229237741308,0.00253694177383724
81,13113140403,Yes,Atlanta Regional Commission,1886,Tract,"Census Tract 1404.03, Fayette County",155,72,0,54,0,34.8,36,61,23.2,37.8,35,42,22.6,25,38,32,24.5,17.2,46,46,29.7,26.3,0,18,0,11.6,0,25,0,16.4,0,31,0,20.1,0,44,0,28.4,0,40,0,26,36,46,23.2,27.5,35,42,22.6,25,38,32,24.5,17.2,46,56,29.7,33.1,0,67,0,43.5,119,70,76.8,27.8,,,,,0.185816254359532,0.00154614091205644
82,13113140406,Yes,Atlanta Regional Commission,1889,Tract,"Census Tract 1404.06, Fayette County",569,112,0,39,0,7.4,116,76,22,13.6,366,122,69.3,18.1,35,44,6.6,8.2,11,18,2.1,3.4,0,13,0,2.5,0,18,0,3.5,0,23,0,4.3,0,32,0,6,32,33,6.1,6.1,84,68,15.9,12.5,366,122,69.3,18.1,35,44,6.6,8.2,11,29,2.1,5.4,32,51,6.1,9.6,412,131,78,18.8,,,,,0.199219041236602,0.00131470672347524
83,13113140306,Yes,Atlanta Regional Commission,1884,Tract,"Census Tract 1403.06, Fayette County",991,171,85,101,8.6,10,189,137,19.1,13.4,398,148,40.2,13.2,134,105,13.5,10.3,65,63,6.6,6.3,24,28,2.4,2.8,96,84,9.7,8.3,85,90,8.6,9,0,44,0,4.4,31,55,3.1,5.5,158,125,15.9,12.3,398,148,40.2,13.2,134,105,13.5,10.3,185,109,18.7,10.5,116,114,11.7,11.4,597,192,60.2,16.3,,,,,0.158752118416605,0.00129157014322043
84,13113140102,Yes,Atlanta Regional Commission,1875,Tract,"Census Tract 1401.02, Fayette County",354,135,0,54,0,18.3,96,93,32.5,27.2,166,113,56.3,26.6,33,37,11.2,11.3,0,18,0,6.1,0,18,0,6.1,0,25,0,8.6,0,31,0,10.6,0,44,0,14.9,0,40,0,13.6,96,84,32.5,23.5,166,113,56.3,26.6,33,37,11.2,11.3,0,36,0,12.2,0,67,0,22.8,199,121,67.5,23.9,,,,,0.340576591132557,0.00303503844330812
85,13113140101,Yes,Atlanta Regional Commission,1874,Tract,"Census Tract 1401.01, Fayette County",287,125,12,55,5.2,23.4,99,92,42.7,33.8,78,67,33.6,24,43,55,18.5,22,0,18,0,7.8,0,18,0,7.8,0,25,0,11,0,31,0,13.4,12,45,5.2,19.2,21,49,9.1,20.6,78,77,33.6,29.2,78,67,33.6,24,43,55,18.5,22,0,36,0,15.5,33,73,14.2,30.9,121,89,52.2,28.9,,,,,0.322357272929957,0.00413537304722684
86,13113140502,Yes,Atlanta Regional Commission,1893,Tract,"Census Tract 1405.02, Fayette County",143,82,0,39,0,41.1,36,48,37.9,43.8,54,38,56.8,16.6,5,8,5.3,7.7,0,13,0,13.7,0,13,0,13.7,0,18,0,19.4,0,23,0,23.7,0,32,0,33.5,29,45,30.5,43.3,7,15,7.4,15.2,54,38,56.8,16.6,5,8,5.3,7.7,0,26,0,27.4,29,60,30.5,59.7,59,41,62.1,16.6,,,,,0.428532706997411,0.00699805454140742
87,13113140501,Yes,Atlanta Regional Commission,1892,Tract,"Census Tract 1405.01, Fayette County",23,34,0,54,0,234.8,23,55,100,188.8,0,25,0,110.7,0,18,0,78.3,0,18,0,78.3,0,18,0,78.3,0,25,0,110.7,0,31,0,135.6,0,44,0,191.7,0,40,0,175,23,38,100,70.9,0,25,0,110.7,0,18,0,78.3,0,36,0,156.5,0,67,0,292.8,0,36,0,156.5,,,,,0.487445321006229,0.00710007630060129
88,13163960100,No,Central Savannah River Area,2456,Tract,"Census Tract 9601, Jefferson County",617,132,249,106,41.8,15.2,335,119,56.2,15.5,12,20,2,3.3,0,13,0,2.2,0,13,0,2.2,0,13,0,2.2,0,18,0,3.1,87,57,14.6,8.9,162,90,27.2,13.8,189,92,31.7,13.6,146,76,24.5,11.5,12,20,2,3.3,0,13,0,2.2,0,26,0,4.4,438,140,73.5,16.9,12,27,2,4.5,,,,,0.80151737588786,0.0314349647629567
89,13163960400,No,Central Savannah River Area,2459,Tract,"Census Tract 9604, Jefferson County",509,116,223,68,50.5,8.6,191,93,43.2,18,28,30,6.3,6.6,0,13,0,2.9,0,13,0,2.9,0,13,0,2.9,0,18,0,4.2,26,29,5.9,6.3,197,62,44.6,8.2,150,89,33.9,18.2,41,27,9.3,5.7,28,30,6.3,6.6,0,13,0,2.9,0,26,0,5.9,373,112,84.4,13.6,28,35,6.3,7.8,,,,,0.86148441803542,0.0257974715764974
90,13163960200,No,Central Savannah River Area,2457,Tract,"Census Tract 9602, Jefferson County",147,58,48,28,48,23.4,44,25,44,21.4,8,8,8,7.7,0,13,0,13,0,13,0,13,0,13,0,13,0,18,0,18.4,7,21,7,21.3,41,18,41,12.3,26,16,26,13.8,18,20,18,18.9,8,8,8,7.7,0,13,0,13,0,26,0,26,74,32,74,22.4,8,20,8,19.9,,,,,0.768118916558852,0.0202343928301815
91,13163960300,No,Central Savannah River Area,2458,Tract,"Census Tract 9603, Jefferson County",798,161,287,136,38.2,15.8,440,142,58.5,13.4,21,37,2.8,4.8,0,18,0,2.4,4,7,0.5,0.9,0,18,0,2.4,0,25,0,3.4,50,54,6.6,7,237,124,31.5,14.9,301,122,40,13.5,139,72,18.5,8.6,21,37,2.8,4.8,0,18,0,2.4,4,32,0.5,4.2,588,182,78.2,16.6,25,41,3.3,5.5,,,,,1.75473473986222,0.0549746384157521
92,13241970302,No,Georgia Mountains,2733,Tract,"Census Tract 9703.02, Rabun County",148,51,56,49,40.3,32.2,39,34,28.1,22.3,44,37,31.7,24.3,0,13,0,9.4,0,13,0,9.4,0,13,0,9.4,0,18,0,13.2,20,30,14.4,21.1,36,39,25.9,26.2,18,25,12.9,17.3,21,23,15.1,15.7,44,37,31.7,24.3,0,13,0,9.4,0,26,0,18.7,74,55,53.2,34.7,44,42,31.7,27.7,,,,,0.517024462925179,0.00930461488343189
93,13241970201,No,Georgia Mountains,2730,Tract,"Census Tract 9702.01, Rabun County",390,96,93,45,25.8,10.3,262,92,72.6,16.2,6,16,1.7,4.5,0,13,0,3.6,0,13,0,3.6,0,13,0,3.6,0,18,0,5.1,26,22,7.2,5.6,67,40,18.6,9.7,161,73,44.6,16.1,101,56,28,13.6,6,16,1.7,4.5,0,13,0,3.6,0,26,0,7.2,254,86,70.4,14.1,6,25,1.7,6.8,,,,,0.758044792195974,0.0177050299401944
94,13241970202,No,Georgia Mountains,2731,Tract,"Census Tract 9702.02, Rabun County",381,99,74,52,25.7,16.1,178,95,61.8,27.1,36,34,12.5,11,0,13,0,4.5,0,13,0,4.5,0,13,0,4.5,0,18,0,6.4,7,21,2.4,7.4,67,47,23.3,14.7,90,69,31.3,22.1,88,65,30.6,20.5,36,34,12.5,11,0,13,0,4.5,0,26,0,9,164,86,56.9,24.5,36,38,12.5,12.8,,,,,1.32721789865071,0.0228850801601529
95,13241970100,No,Georgia Mountains,2729,Tract,"Census Tract 9701, Rabun County",603,164,118,103,27.4,22.4,309,111,71.7,12.7,2,18,0.5,4.2,0,18,0,4.2,0,18,0,4.2,0,18,0,4.2,2,18,0.5,4.2,8,29,1.9,6.6,110,99,25.5,21.6,169,75,39.2,12.5,140,81,32.5,15.8,2,18,0.5,4.2,0,18,0,4.2,2,31,0.5,7.3,287,128,66.6,21.2,2,31,0.5,7.3,,,,,0.754049045506472,0.0206952750413302
96,13241970301,No,Georgia Mountains,2732,Tract,"Census Tract 9703.01, Rabun County",160,69,19,37,14.5,27.3,91,56,69.5,26.5,2,13,1.5,10.2,17,26,13,18.8,2,3,1.5,2.2,0,13,0,9.9,0,18,0,14,0,23,0,17.2,19,29,14.5,21.2,48,42,36.6,26.6,43,38,32.8,23.9,2,13,1.5,10.2,17,26,13,18.8,2,23,1.5,17.3,67,56,51.1,34.6,21,29,16,21,,,,,0.990703714960014,0.0256566100707048
97,13253200300,No,Southwest Georgia,2807,Tract,"Census Tract 2003, Seminole County",217,84,0,39,0,19.7,192,86,97,18.5,6,16,3,7.9,0,13,0,6.6,0,13,0,6.6,0,13,0,6.6,0,18,0,9.3,0,23,0,11.4,0,32,0,16.1,181,83,91.4,19.6,11,23,5.6,11.1,6,16,3,7.9,0,13,0,6.6,0,26,0,13.1,181,91,91.4,27.8,6,24,3,12.2,,,,,1.08357247516279,0.0318097919994865
98,13253200200,No,Southwest Georgia,2806,Tract,"Census Tract 2002, Seminole County",580,140,151,89,28.3,14.9,300,126,56.2,18.7,83,53,15.5,9,0,13,0,2.4,0,13,0,2.4,0,13,0,2.4,0,18,0,3.4,0,23,0,4.2,151,86,28.3,14.3,119,94,22.3,16.7,181,83,33.9,13,83,53,15.5,9,0,13,0,2.4,0,26,0,4.9,270,129,50.6,20.5,83,56,15.5,9.7,,,,,0.337204225031545,0.00553724730727934
